user_id,username,email,age,subscription,city,region,product_category,sale_amount,price,store_id,status,raw_timestamp,transaction_date
U1292,sneha_25,sneha.mehta1@example.com,26,Premium,Bangalore,South,Electronics,771.81,771.81,STR_4,Pending,2026-04-30 18:50:20,2026-04-30
U1124,,ananya.sharma7@yahoo.com,61,Premium,Mullana,West,Clothing,121.53,121.53,STR_3,Inactive,2026-05-14 04:53:29,2026-05-14
U1039,diya_85,,26,Free,Delhi,North,Clothing,1615.56,1615.56,STR_4,Active,2026-05-14 14:53:40,2026-05-14
U1004,rahul_63,rahul.rao4@example.com,53,Basic,Mullana,West,Beauty,515.62,515.62,STR_5,Active,2026-03-19 11:09:19,2026-03-19
U1211,michael_52,michael.gupta9@example.com,40,Premium,Delhi,North,Beauty,546.55,546.55,STR_5,Pending,2026-05-03 18:06:41,2026-05-03
U1193,sneha_99,sneha.roy8@gmail.com,48,Free,Mullana,West,Clothing,1446.15,1446.15,STR_1,Inactive,2026-01-09 08:26:11,2026-01-09
U1269,john_50,john.joshi5@outlook.com,39,Premium,Mullana,West,Clothing,219.49,219.49,STR_5,Active,2026-02-15 01:26:44,2026-02-15
U1246,vanshika_37,vanshika.patel8@example.com,15,Free,Bangalore,South,Electronics,1371.25,1371.25,STR_5,Active,2026-04-27 17:24:07,2026-04-27
U1217,clara_77,clara.brown7@hotmail.com,52,Premium,Mumbai,West,Clothing,1352.77,1352.77,STR_1,Active,2026-03-14 01:07:55,2026-03-14
U1288,karan_54,karan.smith7@gmail.com,57,Premium,Mumbai,West,Clothing,1333.98,1333.98,STR_3,Pending,2026-03-18 07:44:05,2026-03-18
U1209,oliver_28,oliver.sharma7@yahoo.com,53,Free,Ambala,West,Books,162.24,162.24,STR_5,Pending,2026-05-09 06:22:57,2026-05-09
U1290,vanshika_60,vanshika.brown1@gmail.com,32,Basic,Ambala,West,Books,534.55,534.55,STR_3,Active,2026-04-23 13:42:30,2026-04-23
U1264,kabir_80,kabir.mishra6@example.com,47,Premium,Mullana,West,Books,1308.09,1308.09,STR_4,Active,2026-02-27 16:18:17,2026-02-27
U1111,amit_91,amit.brown5@hotmail.com,19,Free,Delhi,North,Books,1845.64,1845.64,STR_5,,2026-02-03 09:03:24,2026-02-03
U1013,david_55,david.patel4@outlook.com,60,Free,Delhi,North,Books,228.01,228.01,STR_3,Active,2026-04-21 04:40:01,2026-04-21
U1287,kabir_63,kabir.roy5@yahoo.com,26,Free,Mumbai,West,Beauty,612.95,612.95,STR_5,Active,2026-04-15 00:20:39,2026-04-15
U1256,john_32,john.sharma5@gmail.com,61,Basic,Mullana,West,Clothing,359.28,359.28,STR_3,Active,2026-05-13 04:47:51,2026-05-13
U1295,michael_65,michael.verma1@example.com,27,Premium,Mullana,West,Home,1941.33,1941.33,STR_4,Active,2026-03-31 00:58:38,2026-03-31
U1064,ritik_89,,35,Free,Bangalore,South,Beauty,1781.02,1781.02,STR_1,Active,2026-05-25 10:29:45,2026-05-25
U1282,clara_21,clara.sharma9@yahoo.com,21,Free,Mullana,West,Beauty,1416.89,1416.89,STR_2,Active,2026-04-14 02:02:01,2026-04-14
U1298,ritik_31,ritik.mehta8@outlook.com,56,Basic,Chandigarh,North,Electronics,772.42,772.42,STR_2,Active,2026-01-25 06:35:53,2026-01-25
U1212,john_79,john.nair1@hotmail.com,41,Free,Mumbai,West,Electronics,270.81,270.81,STR_1,,2026-01-06 05:50:00,2026-01-06
U1259,bob_74,bob.roy4@hotmail.com,34,Premium,Delhi,North,Books,554.62,554.62,STR_3,Pending,2026-02-05 09:29:09,2026-02-05
U1043,ananya_41,ananya.nair8@example.com,33,Basic,Mullana,West,Clothing,1534.0,1534.0,STR_3,Active,2026-02-17 23:42:19,2026-02-17
U1172,kabir_47,kabir.nair1@yahoo.com,36,Basic,Bangalore,South,Beauty,345.77,345.77,STR_1,Active,2026-01-01 10:04:57,2026-01-01
U1278,diya_88,diya.joni9@gmail.com,48,Premium,Ambala,West,Books,1804.17,1804.17,STR_4,Active,2026-03-31 20:35:56,2026-03-31
U1290,vanshika_60,vanshika.brown1@gmail.com,52,Premium,Ambala,West,Books,1741.22,1741.22,STR_3,Pending,2026-03-24 01:09:54,2026-03-24
U1019,arjun_92,arjun.das8@yahoo.com,31,Premium,Mullana,West,Electronics,410.47,410.47,STR_2,Active,2026-04-19 11:03:44,2026-04-19
U1143,,priya.gupta8@yahoo.com,19,Premium,Delhi,North,Beauty,1052.28,1052.28,STR_5,Active,2026-02-27 18:32:36,2026-02-27
U1097,ritik_46,ritik.singh4@example.com,20,Premium,Mumbai,West,Home,1551.49,1551.49,STR_5,Active,2026-05-28 20:06:09,2026-05-28
U1191,karan_89,karan.patel8@example.com,21,Free,Ambala,West,Home,1901.57,1901.57,STR_5,Active,2026-05-28 09:58:15,2026-05-28
U1188,vanshika_21,vanshika.roy6@outlook.com,25,Basic,Mullana,West,Books,1168.2,1168.2,STR_5,Active,2026-03-16 09:42:06,2026-03-16
U1108,clara_95,clara.roy9@hotmail.com,16,Premium,Chandigarh,North,Beauty,753.9,753.9,STR_4,Active,2026-03-29 09:44:28,2026-03-29
U1070,diya_44,diya.johnson5@hotmail.com,25,Premium,Bangalore,South,Beauty,1113.95,1113.95,STR_4,Pending,2026-03-31 09:50:54,2026-03-31
U1285,clara_89,clara.williams1@gmail.com,43,Premium,Mullana,West,Home,629.39,629.39,STR_3,Active,2026-01-06 23:38:56,2026-01-06
U1224,oliver_35,oliver.singh7@example.com,45,Free,Delhi,North,Clothing,749.01,749.01,STR_5,Active,2026-01-09 07:17:05,2026-01-09
U1096,kabir_48,kabir.mishra7@hotmail.com,36,Free,Ambala,West,Books,745.67,745.67,STR_1,,2026-03-08 18:32:19,2026-03-08
U1221,oliver_95,oliver.kumar1@example.com,65,Free,Delhi,North,Books,1427.17,1427.17,STR_5,Active,2026-05-02 10:48:14,2026-05-02
U1287,kabir_63,kabir.roy5@yahoo.com,43,Premium,Bangalore,South,Beauty,1422.96,1422.96,STR_3,Active,2026-04-03 10:26:57,2026-04-03
U1194,ritik_40,ritik.joni3@outlook.com,59,Premium,Ambala,West,Clothing,258.61,258.61,STR_3,Active,2026-01-27 07:14:16,2026-01-27
U1113,sneha_44,sneha.brown6@outlook.com,37,Free,Mumbai,West,Books,581.0,581.0,STR_2,Active,2026-04-14 01:42:54,2026-04-14
U1129,priya_93,,54,Basic,Ambala,West,Clothing,297.77,297.77,STR_2,Active,2026-02-18 02:17:27,2026-02-18
U1027,sneha_30,sneha.joshi8@gmail.com,65,Free,Mumbai,West,Books,1750.09,1750.09,STR_1,Pending,2026-01-29 05:01:31,2026-01-29
U1126,john_68,john.jones6@outlook.com,59,Free,Bangalore,South,Books,1553.98,1553.98,STR_2,Active,2026-02-24 19:00:48,2026-02-24
U1144,oliver_88,oliver.mishra7@outlook.com,59,Premium,Ambala,West,Beauty,1359.82,1359.82,STR_4,Pending,2026-05-22 10:04:28,2026-05-22
U1127,michael_63,michael.kumar5@gmail.com,44,Basic,Ambala,West,Books,343.31,343.31,STR_2,Active,2026-02-27 06:24:11,2026-02-27
U1052,vanshika_58,vanshika.williams1@example.com,56,Premium,Mullana,West,Beauty,1555.88,1555.88,STR_1,Pending,2026-04-14 12:10:03,2026-04-14
U1035,david_77,david.kumar7@yahoo.com,15,Free,Delhi,North,Clothing,1141.3,1141.3,STR_1,Active,2026-04-19 19:25:34,2026-04-19
U1270,clara_18,clara.nair2@gmail.com,19,Free,Delhi,North,Home,1316.78,1316.78,STR_3,,2026-04-04 03:57:13,2026-04-04
U1222,sneha_30,sneha.rao2@example.com,29,Free,Bangalore,South,Clothing,1913.52,1913.52,STR_1,Active,2026-03-25 17:29:41,2026-03-25
U1022,priya_75,priya.johnson8@gmail.com,22,Free,Delhi,North,Clothing,120.09,120.09,STR_5,Active,2026-05-07 01:13:00,2026-05-07
U1076,diya_57,diya.verma9@yahoo.com,35,Premium,Mullana,West,Beauty,391.97,391.97,STR_3,Pending,2026-01-28 21:56:43,2026-01-28
U1243,priya_27,,59,Premium,Ambala,West,Electronics,1931.8,1931.8,STR_3,Active,2026-05-25 19:26:55,2026-05-25
U1078,vanshika_36,vanshika.patel4@gmail.com,55,Basic,Ambala,West,Clothing,1926.24,1926.24,STR_2,Pending,2026-03-16 08:24:45,2026-03-16
U1005,ananya_10,ananya.kumar3@example.com,29,Premium,Mumbai,West,Clothing,831.66,831.66,STR_3,Active,2026-05-20 03:02:23,2026-05-20
U1128,arjun_79,arjun.sharma1@outlook.com,42,Premium,Mullana,West,Books,129.51,129.51,STR_2,Active,2026-05-09 18:51:02,2026-05-09
U1259,bob_74,bob.roy4@hotmail.com,34,Premium,Delhi,North,Books,554.62,554.62,STR_3,Pending,2026-02-05 09:29:09,2026-02-05
U1112,arjun_45,arjun.brown8@gmail.com,62,Premium,Mullana,West,Electronics,1233.09,1233.09,STR_3,Pending,2026-01-01 09:17:35,2026-01-01
U1095,clara_63,clara.jones7@yahoo.com,39,Premium,Ambala,West,Books,578.12,,STR_1,Pending,2026-04-21 03:43:03,2026-04-21
U1052,vanshika_58,vanshika.williams1@example.com,46,Premium,Delhi,North,Clothing,1939.31,1939.31,STR_4,Active,2026-04-04 13:41:01,2026-04-04
U1229,rahul_42,rahul.joni3@gmail.com,39,Premium,Delhi,North,Beauty,382.52,382.52,STR_3,,2026-04-09 11:20:31,2026-04-09
U1011,vanshika_47,vanshika.brown2@yahoo.com,38,Premium,Mullana,West,Books,1458.42,1458.42,STR_1,Active,2026-04-09 21:05:09,2026-04-09
U1008,emma_43,emma.joni1@example.com,65,Free,Mullana,West,Books,961.43,961.43,STR_5,Pending,2026-05-18 11:28:59,2026-05-18
U1206,john_58,john.nair7@yahoo.com,19,Free,Mumbai,West,Electronics,1759.47,1759.47,STR_5,,2026-03-02 11:06:04,2026-03-02
U1248,emma_60,emma.verma5@yahoo.com,30,Free,Ambala,West,Books,264.6,264.6,STR_3,Active,2026-03-23 10:38:31,2026-03-23
U1209,oliver_28,oliver.sharma7@yahoo.com,55,Premium,Ambala,West,Clothing,1472.73,1472.73,STR_3,Pending,2026-05-09 03:32:51,2026-05-09
U1227,ritik_97,ritik.mishra1@hotmail.com,62,Premium,Delhi,North,Books,1981.49,1981.49,STR_3,Inactive,2026-01-22 01:17:53,2026-01-22
U1187,arjun_94,arjun.singh7@hotmail.com,38,Premium,Mullana,West,Home,1009.63,1009.63,STR_1,Inactive,2026-01-30 22:15:28,2026-01-30
U1099,oliver_96,oliver.roy4@hotmail.com,15,Free,Ambala,West,Beauty,465.28,465.28,STR_5,Active,2026-04-06 15:18:39,2026-04-06
U1072,arjun_16,arjun.kumar2@example.com,49,Free,Delhi,North,Beauty,1291.0,1291.0,STR_5,Active,2026-01-23 15:06:29,2026-01-23
U1210,alice_43,alice.nair6@hotmail.com,32,Premium,Mullana,West,Clothing,1014.12,1014.12,STR_3,Active,2026-04-02 16:54:55,2026-04-02
U1015,priya_69,priya.williams7@outlook.com,58,Free,Ambala,West,Books,827.08,,STR_2,Active,2026-01-23 06:58:24,2026-01-23
U1145,ritik_51,ritik.nair3@example.com,63,Premium,Chandigarh,North,Electronics,1138.89,1138.89,STR_5,Active,2026-01-25 06:02:51,2026-01-25
U1156,rahul_45,rahul.nair9@hotmail.com,23,Free,Bangalore,South,Beauty,1242.86,1242.86,STR_4,Active,2026-01-03 19:22:30,2026-01-03
U1018,alice_82,alice.jones6@yahoo.com,62,Free,Mullana,West,Home,1347.13,1347.13,STR_5,Active,2026-03-11 16:20:39,2026-03-11
U1194,ritik_40,ritik.joni3@outlook.com,40,Free,Mullana,West,Beauty,1877.6,1877.6,STR_5,Inactive,2026-02-20 05:00:09,2026-02-20
U1263,,kabir.johnson3@outlook.com,26,Free,Delhi,North,Clothing,109.48,109.48,STR_3,Active,2026-04-27 20:09:54,2026-04-27
U1016,diya_97,diya.brown6@gmail.com,53,Premium,Bangalore,South,Home,542.25,542.25,STR_2,Inactive,2026-03-17 03:45:45,2026-03-17
U1153,john_99,john.patel8@outlook.com,28,Premium,Delhi,North,Beauty,1832.88,,STR_2,Inactive,2026-05-24 11:05:13,2026-05-24
U1047,rahul_78,rahul.jones8@yahoo.com,59,Free,Mullana,West,Clothing,1625.83,1625.83,STR_1,Active,2026-01-11 19:41:03,2026-01-11
U1055,vanshika_79,vanshika.mishra1@outlook.com,60,Free,Ambala,West,Clothing,1556.02,1556.02,STR_4,Active,2026-02-17 21:32:55,2026-02-17
U1026,bob_44,bob.rao6@gmail.com,48,Free,Bangalore,South,Beauty,1522.52,,STR_2,Inactive,2026-04-17 02:41:27,2026-04-17
U1293,sophia_26,sophia.williams7@hotmail.com,33,Free,Mumbai,West,Beauty,1441.03,1441.03,STR_1,Pending,2026-01-31 14:56:27,2026-01-31
U1076,diya_57,diya.verma9@yahoo.com,37,Free,Ambala,West,Books,1235.09,1235.09,STR_2,Active,2026-03-08 17:33:52,2026-03-08
U1123,kabir_13,kabir.rao7@hotmail.com,40,Free,Mullana,West,Clothing,1708.63,,STR_1,Active,2026-04-10 15:01:17,2026-04-10
U1022,priya_75,priya.johnson8@gmail.com,43,Free,Mumbai,West,Clothing,624.21,624.21,STR_3,Active,2026-03-04 22:51:03,2026-03-04
U1099,oliver_96,oliver.roy4@hotmail.com,37,Premium,Delhi,North,Electronics,522.01,522.01,STR_3,Active,2026-03-20 16:52:55,2026-03-20
U1137,bob_15,bob.mishra6@hotmail.com,23,Free,Ambala,West,Books,257.87,257.87,STR_3,Active,2026-05-04 23:03:18,2026-05-04
U1255,clara_55,clara.sharma4@hotmail.com,48,Free,Delhi,North,Beauty,1030.14,1030.14,STR_2,Active,2026-04-09 13:12:36,2026-04-09
U1077,sophia_15,sophia.johnson5@outlook.com,35,Premium,Chandigarh,North,Home,1488.29,1488.29,STR_5,Active,2026-03-09 15:59:54,2026-03-09
U1178,oliver_99,oliver.singh7@outlook.com,24,Free,Bangalore,South,Clothing,1360.19,1360.19,STR_3,Pending,2026-02-02 18:32:24,2026-02-02
U1188,vanshika_21,vanshika.roy6@outlook.com,61,Premium,Ambala,West,Electronics,1561.51,1561.51,STR_1,Pending,2026-05-03 19:55:10,2026-05-03
U1052,vanshika_58,vanshika.williams1@example.com,56,Premium,Mullana,West,Beauty,1555.88,1555.88,STR_1,Pending,2026-04-14 12:10:03,2026-04-14
U1000,bob_45,bob.sharma4@yahoo.com,40,Basic,Ambala,West,Beauty,1883.89,1883.89,STR_5,Pending,2026-04-06 04:49:20,2026-04-06
U1088,amit_23,amit.verma7@outlook.com,20,Premium,Delhi,North,Books,764.41,764.41,STR_3,,2026-05-08 21:23:59,2026-05-08
U1298,ritik_31,ritik.mehta8@outlook.com,61,Basic,Bangalore,South,Books,209.43,209.43,STR_1,Active,2026-04-20 09:20:24,2026-04-20
U1020,amit_41,amit.johnson9@hotmail.com,23,Basic,Ambala,West,Home,1285.13,1285.13,STR_1,Inactive,2026-02-02 17:15:49,2026-02-02
U1102,sneha_35,sneha.brown3@gmail.com,62,Free,Mumbai,West,Beauty,1796.27,1796.27,STR_5,Pending,2026-02-01 09:25:30,2026-02-01
U1158,emma_48,emma.williams1@hotmail.com,61,Free,Delhi,North,Home,1523.32,1523.32,STR_3,Active,2026-04-24 20:59:08,2026-04-24
U1297,michael_47,michael.joshi2@example.com,21,Premium,Mullana,West,Beauty,138.19,138.19,STR_4,Active,2026-01-04 09:07:09,2026-01-04
U1286,amit_94,amit.roy7@example.com,64,Premium,Mullana,West,Home,1211.0,1211.0,STR_3,,2026-02-03 21:21:50,2026-02-03
U1153,john_99,john.patel8@outlook.com,24,Basic,Mullana,West,Electronics,1833.1,1833.1,STR_5,Active,2026-03-23 16:34:34,2026-03-23
U1097,ritik_46,ritik.singh4@example.com,64,Free,Mumbai,West,Beauty,701.78,701.78,STR_3,Active,2026-03-08 22:34:07,2026-03-08
U1047,rahul_78,rahul.jones8@yahoo.com,27,Free,Mumbai,West,Beauty,1640.87,1640.87,STR_2,Active,2026-04-30 19:41:12,2026-04-30
U1056,vanshika_84,vanshika.verma8@hotmail.com,17,Premium,Ambala,West,Electronics,1332.35,1332.35,STR_1,,2026-01-22 23:44:08,2026-01-22
U1090,michael_34,michael.mishra5@gmail.com,57,Premium,Ambala,West,Home,1638.42,1638.42,STR_4,,2026-03-17 03:27:18,2026-03-17
U1031,kabir_72,kabir.mehta1@gmail.com,17,Free,Kolkata,East,Beauty,826.43,826.43,STR_5,Active,2026-02-23 22:27:22,2026-02-23
U1034,diya_26,diya.johnson8@hotmail.com,35,Free,Delhi,North,Beauty,1201.08,1201.08,STR_5,Pending,2026-01-21 10:59:40,2026-01-21
U1164,alice_90,alice.mishra1@yahoo.com,18,Premium,Delhi,North,Electronics,403.4,403.4,STR_5,Inactive,2026-04-29 22:30:32,2026-04-29
U1138,sophia_18,sophia.patel9@outlook.com,49,Premium,Mumbai,West,Electronics,1240.71,1240.71,STR_1,Pending,2026-01-25 23:37:50,2026-01-25
U1271,alice_22,alice.joshi6@yahoo.com,50,Free,Ambala,West,Books,1154.49,1154.49,STR_2,Active,2026-04-10 17:32:55,2026-04-10
U1087,ritik_43,ritik.smith3@hotmail.com,30,Basic,Mullana,West,Clothing,1255.6,1255.6,STR_4,Active,2026-01-11 17:34:51,2026-01-11
U1160,sneha_91,sneha.johnson8@gmail.com,62,Basic,Mullana,West,Books,1815.43,1815.43,STR_2,Pending,2026-05-30 02:18:14,2026-05-30
U1189,john_61,john.smith9@gmail.com,22,Basic,Mumbai,West,Beauty,150.28,150.28,STR_3,Active,2026-01-18 00:47:02,2026-01-18
U1234,amit_47,amit.nair6@gmail.com,56,Premium,Ambala,West,Home,1706.81,1706.81,STR_4,Inactive,2026-01-04 03:19:36,2026-01-04
U1257,clara_77,clara.joshi2@gmail.com,37,Premium,Mullana,West,Electronics,1805.82,1805.82,STR_4,Active,2026-02-09 00:39:45,2026-02-09
U1046,vanshika_53,vanshika.das2@yahoo.com,53,Free,Ambala,West,Clothing,1215.9,1215.9,STR_2,Active,2026-05-26 13:09:48,2026-05-26
U1258,arjun_56,arjun.roy9@hotmail.com,57,Free,Ambala,West,Home,1892.29,1892.29,STR_4,Pending,2026-04-03 08:42:16,2026-04-03
U1098,ananya_93,ananya.joni6@example.com,23,Premium,Ambala,West,Home,1973.7,1973.7,STR_1,Active,2026-01-30 11:44:25,2026-01-30
U1196,priya_69,priya.smith2@yahoo.com,27,Premium,Ambala,West,Electronics,222.56,222.56,STR_4,Inactive,2026-05-16 22:19:30,2026-05-16
U1192,vanshika_44,vanshika.jones9@yahoo.com,60,Basic,Ambala,West,Electronics,200.11,200.11,STR_3,Active,2026-04-04 09:25:26,2026-04-04
U1182,ananya_96,ananya.sharma5@hotmail.com,23,Premium,Bangalore,South,Beauty,1264.64,1264.64,STR_1,Active,2026-03-03 00:57:29,2026-03-03
U1158,emma_48,emma.williams1@hotmail.com,54,Basic,Ambala,West,Books,1202.12,1202.12,STR_3,Active,2026-05-12 10:48:19,2026-05-12
U1197,arjun_75,arjun.singh5@example.com,42,Premium,Kolkata,East,Electronics,814.88,814.88,STR_2,Active,2026-05-11 18:45:22,2026-05-11
U1008,emma_43,emma.joni1@example.com,64,Premium,Bangalore,South,Books,1658.13,1658.13,STR_3,Active,2026-04-02 23:20:26,2026-04-02
U1279,kabir_13,kabir.kumar3@outlook.com,64,Free,Mullana,West,Beauty,1070.04,1070.04,STR_4,,2026-03-11 23:02:06,2026-03-11
U1185,alice_54,alice.nair7@outlook.com,51,Premium,Delhi,North,Home,1334.45,1334.45,STR_1,Active,2026-04-27 18:50:50,2026-04-27
U1201,amit_46,amit.sharma5@hotmail.com,17,Basic,Ambala,West,Clothing,398.16,398.16,STR_4,Active,2026-01-30 19:51:51,2026-01-30
U1228,arjun_39,arjun.singh6@yahoo.com,37,Free,Mullana,West,Clothing,276.34,276.34,STR_5,Active,2026-03-27 14:31:47,2026-03-27
U1115,michael_37,michael.johnson2@example.com,49,Basic,Mumbai,West,Beauty,529.62,529.62,STR_5,Active,2026-04-15 01:35:49,2026-04-15
U1135,ananya_60,ananya.das4@gmail.com,28,Premium,Delhi,North,Beauty,1126.22,1126.22,STR_3,Active,2026-03-08 08:01:43,2026-03-08
U1205,ananya_39,ananya.das7@gmail.com,46,Premium,Ambala,West,Electronics,265.73,265.73,STR_2,Active,2026-04-22 17:28:31,2026-04-22
U1026,bob_44,bob.rao6@gmail.com,32,Free,Ambala,West,Beauty,458.23,458.23,STR_1,Pending,2026-03-01 21:17:09,2026-03-01
U1298,ritik_31,ritik.mehta8@outlook.com,27,Free,Delhi,North,Home,1833.95,1833.95,STR_1,Active,2026-01-26 05:58:22,2026-01-26
U1128,arjun_79,arjun.sharma1@outlook.com,40,Premium,Mullana,West,Clothing,1817.39,1817.39,STR_2,,2026-04-15 18:34:55,2026-04-15
U1163,arjun_18,arjun.smith7@example.com,36,Free,Ambala,West,Beauty,1826.31,1826.31,STR_5,Pending,2026-05-09 03:03:22,2026-05-09
U1283,michael_68,michael.joshi6@yahoo.com,55,Free,Mumbai,West,Clothing,1902.62,1902.62,STR_1,Pending,2026-03-03 05:32:47,2026-03-03
U1110,diya_30,diya.roy8@example.com,18,Free,Ambala,West,Electronics,928.56,928.56,STR_3,Pending,2026-04-24 14:01:28,2026-04-24
U1220,,ananya.johnson8@outlook.com,18,Premium,Mullana,West,Electronics,375.72,375.72,STR_5,Pending,2026-01-19 10:49:46,2026-01-19
U1037,oliver_67,,41,Free,Ambala,West,Clothing,1151.44,1151.44,STR_3,Active,2026-03-30 03:30:35,2026-03-30
U1265,kabir_47,kabir.reddy8@hotmail.com,51,Basic,Bangalore,South,Home,320.71,320.71,STR_2,,2026-02-20 05:56:29,2026-02-20
U1114,diya_27,diya.gupta3@yahoo.com,20,Basic,Mullana,West,Clothing,1779.82,1779.82,STR_4,Active,2026-03-04 23:49:51,2026-03-04
U1137,bob_15,bob.mishra6@hotmail.com,59,Premium,Delhi,North,Home,1867.45,1867.45,STR_1,Active,2026-01-09 23:57:51,2026-01-09
U1245,bob_88,bob.nair7@outlook.com,48,Basic,Ambala,West,Beauty,1317.43,1317.43,STR_1,Active,2026-05-30 13:40:28,2026-05-30
U1041,john_75,john.gupta4@outlook.com,33,Premium,Mullana,West,Home,1465.61,1465.61,STR_1,Active,2026-04-02 05:15:41,2026-04-02
U1232,sophia_35,sophia.williams3@hotmail.com,59,Premium,Ambala,West,Clothing,138.62,138.62,STR_2,Active,2026-04-10 12:44:08,2026-04-10
U1262,arjun_19,arjun.roy2@outlook.com,46,Free,Ambala,West,Electronics,387.74,387.74,STR_5,Active,2026-03-04 18:47:44,2026-03-04
U1229,rahul_42,rahul.joni3@gmail.com,37,Free,Mullana,West,Books,1120.03,1120.03,STR_5,Active,2026-04-26 05:11:19,2026-04-26
U1173,sneha_99,sneha.singh8@gmail.com,47,Free,Mumbai,West,Electronics,1600.61,1600.61,STR_5,Pending,2026-05-16 19:31:33,2026-05-16
U1244,emma_63,emma.rao3@example.com,18,Free,Bangalore,South,Beauty,1604.73,1604.73,STR_2,Active,2026-03-30 23:27:13,2026-03-30
U1265,kabir_47,kabir.reddy8@hotmail.com,56,Premium,Mullana,West,Books,779.83,779.83,STR_3,Active,2026-03-06 03:02:54,2026-03-06
U1203,arjun_52,arjun.patel9@hotmail.com,60,Free,Delhi,North,Electronics,363.48,363.48,STR_2,Active,2026-04-07 19:46:33,2026-04-07
U1203,arjun_52,arjun.patel9@hotmail.com,38,Free,Mumbai,West,Books,1153.18,1153.18,STR_1,,2026-05-11 03:29:01,2026-05-11
